GPA,Gender,breakfast,calories_chicken,calories_scone,coffee,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories,weight,"Split(,)(comfort_food_reasons)_0",Split( )(comfort_food_reasons)_0,Split( )(diet_current)_0,Split( )(diet_current)_1,Split( )(eating_changes)_0,Split( )(fav_cuisine)_0,Split( -)(fav_cuisine)_0,Split(/)(fav_cuisine)_0,Split( )(food_childhood)_0,Split( )(ideal_diet)_0,Split( )(ideal_diet)_1,Split( )(meals_dinner_friend)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(weight)_0","ExtractWord([Chocolate, Pizza, and, cake, chips, cookies, cream, pizza])(comfort_food)_0","ExtractWord([Boredom, I, Sadness, Stress, bored, boredom, sadness])(comfort_food_reasons)_0","ExtractWord([and, eat, healthy])(diet_current)_0","ExtractWord([I, Less, More, eat, eating, food, less, to])(eating_changes)_0","ExtractWord([Chicken, Pasta, Pizza, Spaghetti, Steak, and, chicken, pizza, steak])(food_childhood)_0","ExtractWord([and, food, of, vegetable, vegetables, veggies])(healthy_meal)_0","ExtractWord([I, a, and, diet, healthy])(ideal_diet)_0","ExtractWord([Chicken, Pasta, Pizza, and, chicken, pasta, steak])(meals_dinner_friend)_0",Lowercase()(fav_cuisine)_fav_cuisine,OneHot()(calories_chicken)_265,OneHot()(calories_chicken)_430,OneHot()(calories_chicken)_610,OneHot()(calories_chicken)_720,OneHot()(comfort_food_reasons_coded.1)_1,OneHot()(comfort_food_reasons_coded.1)_2,OneHot()(comfort_food_reasons_coded.1)_3,OneHot()(comfort_food_reasons_coded.1)_4,OneHot()(comfort_food_reasons_coded.1)_5,OneHot()(comfort_food_reasons_coded.1)_6,OneHot()(comfort_food_reasons_coded.1)_7,OneHot()(comfort_food_reasons_coded.1)_9,OneHot()(diet_current_coded)_1,OneHot()(diet_current_coded)_2,OneHot()(diet_current_coded)_3,OneHot()(diet_current_coded)_4,OneHot()(eating_changes_coded)_1,OneHot()(eating_changes_coded)_2,OneHot()(eating_changes_coded)_3,OneHot()(eating_changes_coded)_4,OneHot()(eating_changes_coded1)_2,OneHot()(eating_changes_coded1)_3,OneHot()(eating_changes_coded1)_5,OneHot()(eating_changes_coded1)_7,OneHot()(eating_changes_coded1)_8,OneHot()(eating_changes_coded1)_10,OneHot()(eating_changes_coded1)_11,OneHot()(eating_changes_coded1)_12,OneHot()(eating_out)_1,OneHot()(eating_out)_2,OneHot()(eating_out)_3,OneHot()(eating_out)_4,OneHot()(eating_out)_5,OneHot()(ethnic_food)_1,OneHot()(ethnic_food)_2,OneHot()(ethnic_food)_3,OneHot()(ethnic_food)_4,OneHot()(ethnic_food)_5,OneHot()(fav_cuisine_coded)_0,OneHot()(fav_cuisine_coded)_1,OneHot()(fav_cuisine_coded)_2,OneHot()(fav_cuisine_coded)_3,OneHot()(fav_cuisine_coded)_4,OneHot()(fav_cuisine_coded)_5,OneHot()(fav_cuisine_coded)_8,OneHot()(fruit_day)_2,OneHot()(fruit_day)_3,OneHot()(fruit_day)_4,OneHot()(fruit_day)_5,OneHot()(grade_level)_1,OneHot()(grade_level)_2,OneHot()(grade_level)_3,OneHot()(grade_level)_4,OneHot()(greek_food)_1,OneHot()(greek_food)_2,OneHot()(greek_food)_3,OneHot()(greek_food)_4,OneHot()(greek_food)_5,OneHot()(healthy_feeling)_1,OneHot()(healthy_feeling)_2,OneHot()(healthy_feeling)_3,OneHot()(healthy_feeling)_4,OneHot()(healthy_feeling)_5,OneHot()(healthy_feeling)_6,OneHot()(healthy_feeling)_7,OneHot()(healthy_feeling)_8,OneHot()(healthy_feeling)_9,OneHot()(healthy_feeling)_10,OneHot()(ideal_diet_coded)_1,OneHot()(ideal_diet_coded)_2,OneHot()(ideal_diet_coded)_3,OneHot()(ideal_diet_coded)_4,OneHot()(ideal_diet_coded)_5,OneHot()(ideal_diet_coded)_6,OneHot()(ideal_diet_coded)_7,OneHot()(ideal_diet_coded)_8,OneHot()(income)_1,OneHot()(income)_2,OneHot()(income)_3,OneHot()(income)_4,OneHot()(income)_5,OneHot()(income)_6,OneHot()(indian_food)_1,OneHot()(indian_food)_2,OneHot()(indian_food)_3,OneHot()(indian_food)_4,OneHot()(indian_food)_5,OneHot()(italian_food)_3,OneHot()(italian_food)_4,OneHot()(italian_food)_5,OneHot()(life_rewarding)_1,OneHot()(life_rewarding)_2,OneHot()(life_rewarding)_3,OneHot()(life_rewarding)_4,OneHot()(life_rewarding)_5,OneHot()(life_rewarding)_6,OneHot()(life_rewarding)_7,OneHot()(life_rewarding)_8,OneHot()(life_rewarding)_9,OneHot()(life_rewarding)_10,OneHot()(nutritional_check)_1,OneHot()(nutritional_check)_2,OneHot()(nutritional_check)_3,OneHot()(nutritional_check)_4,OneHot()(nutritional_check)_5,OneHot()(parents_cook)_1,OneHot()(parents_cook)_2,OneHot()(parents_cook)_3,OneHot()(pay_meal_out)_2,OneHot()(pay_meal_out)_3,OneHot()(pay_meal_out)_4,OneHot()(pay_meal_out)_5,OneHot()(pay_meal_out)_6,OneHot()(thai_food)_1,OneHot()(thai_food)_2,OneHot()(thai_food)_3,OneHot()(thai_food)_4,OneHot()(thai_food)_5,OneHot()(turkey_calories)_345,OneHot()(turkey_calories)_500,OneHot()(turkey_calories)_690,OneHot()(turkey_calories)_850,OneHot()(veggies_day)_2,OneHot()(veggies_day)_3,OneHot()(veggies_day)_4,OneHot()(veggies_day)_5,OneHot()(waffle_calories)_575,OneHot()(waffle_calories)_760,OneHot()(waffle_calories)_900,OneHot()(waffle_calories)_1315,NaN(Anything american style.)(fav_cuisine)_fav_cuisine,NaN(Any type of Colombian cuisine)(fav_cuisine)_fav_cuisine,NaN(I'm not answering this. )(weight)_weight,WordToNumber()(weight)_weight
3.1,2,2,265,420.0,1,2.0,2,1.0,2,2.0,2,13,2,2.0,1,2.0,2.0,American ,5,2.0,1,3,4,1,4,7,3,1,4,5,2.0,5.0,1,1.0,1,3,1.0,3.0,2.0,1.0,2,725.0,345,2,2,900,200,Boredom comfort hunger ,Boredom,Meat,carbs,Expansion,American,American ,American ,Pizza,Meat,carbs,"Steak,",200.0,Pizza,Boredom,eat,eat,Pizza,and,a,Pizza,american ,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,American ,American ,200,200.0
3.0,1,1,720,420.0,2,2.0,1,1.0,3,1.0,1,2,2,2.0,3,1.0,2.0,Japanese,4,1.0,2,5,2,4,8,3,5,3,4,8,2.0,2.0,4,1.0,1,3,2.0,3.0,1.0,1.0,3,580.0,345,4,1,1315,135,stress,"stress,",At,school,not,Japanese,Japanese,Japanese,"tacos,",To,eat,mexican,135.0,and,boredom,and,to,pizza,of,a,chicken,japanese,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Japanese,Japanese,135,135.0
3.9,2,1,720,420.0,2,5.0,2,1.0,2,2.0,1,7,1,3.0,5,1.0,3.0,Chinese,4,1.0,1,5,1,5,1,8,6,4,5,3,1.0,2.0,4,1.0,1,3,4.0,2.0,1.0,1.0,5,1165.0,850,4,2,1315,145,Boredom,Boredom,No,diet.,More,Chinese,Chinese,Chinese,Sloppy,Whatever,makes,Chicken,145.0,nan,Boredom,eat,More,nan,food,a,Chicken,chinese,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Chinese,Chinese,145,145.0
3.4,1,1,430,420.0,2,3.0,7,1.0,2,2.0,1,3,3,2.0,4,2.0,2.0,Italian,1,3.0,1,3,1,3,4,2,4,3,5,1,1.0,4.0,2,1.0,1,3,3.0,3.0,1.0,2.0,4,1165.0,500,2,1,900,130,happiness,"happiness,",If,there,Less,Italian,Italian,Italian,Spaghetti,More,fruits,"Salad,",130.0,cream,sadness,eat,Less,Spaghetti,of,a,pasta,italian,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,Italian,Italian,130,130.0
3.5,1,2,610,420.0,1,3.0,2,1.0,2,2.0,1,3,3,3.0,4,1.0,4.0,Italian,1,1.0,1,4,4,4,2,3,4,4,5,2,2.0,4.0,2,1.0,3,5,4.0,4.0,2.0,1.0,4,725.0,500,2,2,900,190,boredom,"boredom,",I,eat,convenience,Italian,Italian,Italian,chicken,a,colorful,"steak,",190.0,cake,boredom,eat,food,chicken,of,a,steak,italian,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,Italian,Italian,190,190.0
3.7,1,1,265,315.0,2,nan,2,1.0,4,2.0,1,3,5,3.0,4,1.0,4.0,Italian,1,1.0,1,3,3,3,8,2,3,3,5,7,1.0,4.0,3,1.0,2,3,3.0,3.0,1.0,1.0,3,580.0,345,3,2,575,170,boredom,boredom,I,eat,Food,Italian,Italian,Italian,spaghetti,A,good,"pizza,",170.0,pizza,boredom,eat,nan,and,of,a,pasta,italian,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Italian,Italian,170,170.0
3.7,1,1,430,420.0,2,2.0,2,1.0,2,1.0,1,2,2,nan,5,nan,2.0,Any type of Colombian cuisine,2,1.0,1,4,1,5,4,5,1,5,5,1,nan,1.0,3,1.0,2,2,5.0,3.0,1.0,1.0,5,940.0,690,4,2,1315,127,Boredom,"Boredom,",I,eat,Eating,Any,Any type of Colombian cuisine,Any type of Colombian cuisine,Spaghetti,Delicious,but,Spaghetti,127.0,nan,Boredom,eat,I,Spaghetti,vegetable,a,nan,any type of colombian cuisine,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,Any type of Colombian cuisine,nan,127,127.0
3.83,1,1,720,420.0,2,1.0,3,1.0,1,2.0,2,5,2,3.0,5,1.0,4.0,Mexican cuisine,2,3.0,1,5,2,5,9,5,5,5,5,9,2.0,3.0,5,1.0,1,3,4.0,2.0,1.0,1.0,5,725.0,690,5,1,760,167,Sadness,"Sadness,",I,eat,Huge,Mexican,Mexican cuisine,Mexican cuisine,Spaghetti,Staying,away,Stuffed,167.0,cake,Sadness,eat,I,Spaghetti,vegetable,a,chicken,mexican cuisine,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,Mexican cuisine,Mexican cuisine,167,167.0
2.6,1,1,265,315.0,2,3.0,1,1.0,3,2.0,1,2,3,2.0,3,3.0,5.0,Asian,4,3.0,1,5,1,4,7,5,6,2,5,7,2.0,3.0,3,1.0,2,3,3.0,3.0,1.0,2.0,3,580.0,500,4,1,760,140,Mostly Stress,Mostly,I,try,I,Asian,Asian,Asian,"Pasta,",Healthy,smoothies,"Pasta,",140.0,cream,Stress,eat,I,Pasta,of,a,Pasta,asian,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Asian,Asian,140,140.0
3.0,1,1,610,420.0,2,2.0,2,1.0,1,2.0,2,5,1,3.0,4,2.0,2.0,Chinese food,4,3.0,1,5,1,4,3,5,6,4,5,1,1.0,4.0,5,1.0,1,3,3.0,4.0,1.0,1.0,4,580.0,500,4,1,900,190,boredom,"boredom,",Eat,fruits,Less,Chinese,Chinese food,Chinese food,peanut,More,organic,"Pizza,",190.0,and,boredom,and,Less,and,of,a,Pizza,chinese food,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,Chinese food,Chinese food,190,190.0
3.2,2,1,720,420.0,1,4.0,3,1.0,2,2.0,1,3,2,2.0,3,1.0,4.0,mac and cheese,5,2.0,1,4,2,1,5,2,6,1,5,4,1.0,5.0,2,1.0,1,3,1.0,4.0,1.0,1.0,1,1165.0,690,4,1,1315,155,when i am sad or craving,when,I,try,less,mac,mac and cheese,mac and cheese,pizza,Eating,healthy,"Pasta,",155.0,pizza,nan,eat,less,pizza,of,a,Pasta,mac and cheese,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,mac and cheese,mac and cheese,155,155.0
3.5,2,2,720,980.0,2,nan,9,1.0,2,2.0,2,5,1,2.0,5,1.0,2.0,Mexican,2,1.0,1,4,3,5,7,6,2,5,5,1,1.0,nan,5,1.0,1,4,5.0,2.0,1.0,2.0,5,1165.0,850,4,1,1315,175,None,None,High,protein,Willingly,Mexican,Mexican,Mexican,"Quesadilla,",Same,as,"burritos,",175.0,pizza,nan,and,eat,steak,vegetable,a,pasta,mexican,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Mexican,Mexican,175,175.0
3.2,1,1,610,420.0,2,3.0,1,nan,2,1.0,2,5,2,2.0,5,1.0,4.0,Authentic Chinese and Vietnamese food ,4,1.0,2,5,3,4,7,2,3,5,5,1,1.0,2.0,5,1.0,2,3,4.0,3.0,1.0,2.0,5,1165.0,500,5,1,900,129,stress,"stress,",i,currently,I,Authentic,Authentic Chinese and Vietnamese food ,Authentic Chinese and Vietnamese food ,Jollof,it,would,Rice,129.0,chips,boredom,eat,I,nan,food,a,chicken,authentic chinese and vietnamese food ,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,Authentic Chinese and Vietnamese food ,Authentic Chinese and Vietnamese food ,129,129.0
3.68,2,1,720,420.0,2,4.0,2,nan,1,2.0,2,5,2,3.0,3,1.0,2.0,italian and chinese,1,1.0,1,5,1,4,7,4,6,3,5,8,1.0,3.0,2,1.0,1,4,3.0,4.0,2.0,1.0,3,1165.0,850,4,1,1315,260,boredom,boredom,I,used,i,italian,italian and chinese,italian and chinese,Chinese,My,ideal,any,260.0,chips,boredom,eat,eat,pizza,of,a,pasta,italian and chinese,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,italian and chinese,italian and chinese,260,260.0
3.8,1,2,610,420.0,2,2.0,2,1.0,2,2.0,1,3,3,2.0,2,2.0,5.0,American,5,3.0,1,2,3,1,5,2,6,1,4,2,2.0,5.0,3,2.0,3,3,1.0,3.0,1.0,2.0,1,725.0,500,1,2,900,135,Boredom and stress,Boredom,I,eat,Home,American,American,American,"Pasta,",Ideally,I,"Pasta,",135.0,and,Boredom,eat,to,Pasta,and,I,Pasta,american,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,American,American,135,135.0
3.3,2,2,720,420.0,2,2.0,1,1.0,2,2.0,2,5,5,2.0,1,3.0,2.0,Barbecue ,5,1.0,1,1,3,1,8,3,3,1,5,1,2.0,3.0,2,1.0,1,3,1.0,4.0,1.0,1.0,1,1165.0,690,4,2,900,190,Stress,"Stress,",My,diet,I,Barbecue,Barbecue ,Barbecue ,"Steak,",A,balance,"Chicken,",190.0,Chocolate,Stress,eat,I,Steak,nan,a,Chicken,barbecue ,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Barbecue ,Barbecue ,190,190.0
3.2,2,1,720,420.0,2,4.0,2,1.0,2,2.0,1,2,2,3.0,5,3.0,5.0,Italian,1,1.0,1,4,1,4,6,2,4,5,5,6,1.0,4.0,1,1.0,1,4,5.0,3.0,1.0,2.0,5,1165.0,690,5,2,1315,165,Boredom,"Boredom,",Very,poor.,I,Italian,Italian,Italian,"Spaghetti,",Alot,of,"Salmon,",165.0,and,Boredom,nan,I,Spaghetti,vegetable,a,nan,italian,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,Italian,Italian,165,165.0
3.75,2,1,610,420.0,2,2.0,5,nan,1,2.0,1,3,2,nan,5,1.0,4.0,lebanese or greek,1,1.0,1,5,4,5,7,7,6,5,5,6,2.0,4.0,4,1.0,1,3,5.0,3.0,1.0,1.0,5,940.0,690,5,1,1315,175,laziness and hungover,laziness,Complete,diet.,I,lebanese,lebanese or greek,lebanese or greek,"steak,",High,protein,"salmon,",175.0,and,nan,and,I,steak,and,a,steak,lebanese or greek,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,lebanese or greek,lebanese or greek,175,175.0
3.5,2,1,265,420.0,2,3.0,2,1.0,2,2.0,1,2,2,3.0,4,1.0,4.0,American,5,3.0,1,4,3,4,10,6,5,3,5,10,2.0,4.0,3,1.0,1,3,3.0,2.0,2.0,1.0,4,1165.0,690,4,2,1315,184,Boredom,"Boredom,",I,eat,Food,American,American,American,Macaroni,I,like,"Pasta,",184.0,and,Boredom,eat,I,and,of,I,Pasta,american,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,American,American,184,184.0
3.92,2,1,430,420.0,2,2.0,7,2.0,2,2.0,2,5,2,2.0,4,2.0,2.0,Italian,1,3.0,1,3,1,3,2,2,6,3,5,8,1.0,5.0,2,1.0,2,3,3.0,6.0,1.0,2.0,3,725.0,500,2,1,900,210,Happiness,"Happiness,",Currently,whatever,I've,Italian,Italian,Italian,Pizza,Variety,of,"Pizza,",210.0,cream,sadness,nan,I,Pizza,of,a,Pizza,italian,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Italian,Italian,210,210.0
3.9,1,1,720,420.0,2,3.0,2,1.0,1,2.0,2,5,2,2.0,3,1.0,5.0,Italian,1,1.0,1,5,2,2,1,2,5,2,5,1,1.0,3.0,4,1.0,1,5,1.0,3.0,1.0,1.0,3,1165.0,500,5,2,760,155,Boredom,"Boredom,",I,try,Coming,Italian,Italian,Italian,Chicken,I,want,Chicken,155.0,and,Boredom,healthy,to,Chicken,of,I,Chicken,italian,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Italian,Italian,155,155.0
