GPA,Gender,breakfast,calories_chicken,calories_scone,coffee,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories,weight,"Split(,)(comfort_food_reasons)_0",Split( )(comfort_food_reasons)_0,Split( )(diet_current)_0,Split( )(diet_current)_1,Split( )(eating_changes)_0,Split( )(fav_cuisine)_0,Split( -)(fav_cuisine)_0,Split(/)(fav_cuisine)_0,Split( )(food_childhood)_0,Split( )(ideal_diet)_0,Split( )(ideal_diet)_1,Split( )(meals_dinner_friend)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(weight)_0","ExtractWord([Chocolate, Pizza, and, cake, chips, cookies, cream, pizza])(comfort_food)_0","ExtractWord([Boredom, I, Sadness, Stress, bored, boredom, sadness])(comfort_food_reasons)_0","ExtractWord([and, eat, healthy])(diet_current)_0","ExtractWord([I, Less, More, eat, eating, food, less, to])(eating_changes)_0","ExtractWord([Chicken, Pasta, Pizza, Spaghetti, Steak, and, chicken, pizza, steak])(food_childhood)_0","ExtractWord([and, food, of, vegetable, vegetables, veggies])(healthy_meal)_0","ExtractWord([I, a, and, diet, healthy])(ideal_diet)_0","ExtractWord([Chicken, Pasta, Pizza, and, chicken, pasta, steak])(meals_dinner_friend)_0",Lowercase()(fav_cuisine)_fav_cuisine,OneHot()(calories_chicken)_265,OneHot()(calories_chicken)_430,OneHot()(calories_chicken)_610,OneHot()(calories_chicken)_720,OneHot()(comfort_food_reasons_coded.1)_1,OneHot()(comfort_food_reasons_coded.1)_2,OneHot()(comfort_food_reasons_coded.1)_3,OneHot()(comfort_food_reasons_coded.1)_4,OneHot()(comfort_food_reasons_coded.1)_5,OneHot()(comfort_food_reasons_coded.1)_6,OneHot()(comfort_food_reasons_coded.1)_7,OneHot()(comfort_food_reasons_coded.1)_9,OneHot()(diet_current_coded)_1,OneHot()(diet_current_coded)_2,OneHot()(diet_current_coded)_3,OneHot()(diet_current_coded)_4,OneHot()(eating_changes_coded)_1,OneHot()(eating_changes_coded)_2,OneHot()(eating_changes_coded)_3,OneHot()(eating_changes_coded)_4,OneHot()(eating_changes_coded1)_2,OneHot()(eating_changes_coded1)_3,OneHot()(eating_changes_coded1)_5,OneHot()(eating_changes_coded1)_7,OneHot()(eating_changes_coded1)_8,OneHot()(eating_changes_coded1)_10,OneHot()(eating_changes_coded1)_11,OneHot()(eating_changes_coded1)_12,OneHot()(eating_out)_1,OneHot()(eating_out)_2,OneHot()(eating_out)_3,OneHot()(eating_out)_4,OneHot()(eating_out)_5,OneHot()(ethnic_food)_1,OneHot()(ethnic_food)_2,OneHot()(ethnic_food)_3,OneHot()(ethnic_food)_4,OneHot()(ethnic_food)_5,OneHot()(fav_cuisine_coded)_0,OneHot()(fav_cuisine_coded)_1,OneHot()(fav_cuisine_coded)_2,OneHot()(fav_cuisine_coded)_3,OneHot()(fav_cuisine_coded)_4,OneHot()(fav_cuisine_coded)_5,OneHot()(fav_cuisine_coded)_8,OneHot()(fruit_day)_2,OneHot()(fruit_day)_3,OneHot()(fruit_day)_4,OneHot()(fruit_day)_5,OneHot()(grade_level)_1,OneHot()(grade_level)_2,OneHot()(grade_level)_3,OneHot()(grade_level)_4,OneHot()(greek_food)_1,OneHot()(greek_food)_2,OneHot()(greek_food)_3,OneHot()(greek_food)_4,OneHot()(greek_food)_5,OneHot()(healthy_feeling)_1,OneHot()(healthy_feeling)_2,OneHot()(healthy_feeling)_3,OneHot()(healthy_feeling)_4,OneHot()(healthy_feeling)_5,OneHot()(healthy_feeling)_6,OneHot()(healthy_feeling)_7,OneHot()(healthy_feeling)_8,OneHot()(healthy_feeling)_9,OneHot()(healthy_feeling)_10,OneHot()(ideal_diet_coded)_1,OneHot()(ideal_diet_coded)_2,OneHot()(ideal_diet_coded)_3,OneHot()(ideal_diet_coded)_4,OneHot()(ideal_diet_coded)_5,OneHot()(ideal_diet_coded)_6,OneHot()(ideal_diet_coded)_7,OneHot()(ideal_diet_coded)_8,OneHot()(income)_1,OneHot()(income)_2,OneHot()(income)_3,OneHot()(income)_4,OneHot()(income)_5,OneHot()(income)_6,OneHot()(indian_food)_1,OneHot()(indian_food)_2,OneHot()(indian_food)_3,OneHot()(indian_food)_4,OneHot()(indian_food)_5,OneHot()(italian_food)_3,OneHot()(italian_food)_4,OneHot()(italian_food)_5,OneHot()(life_rewarding)_1,OneHot()(life_rewarding)_2,OneHot()(life_rewarding)_3,OneHot()(life_rewarding)_4,OneHot()(life_rewarding)_5,OneHot()(life_rewarding)_6,OneHot()(life_rewarding)_7,OneHot()(life_rewarding)_8,OneHot()(life_rewarding)_9,OneHot()(life_rewarding)_10,OneHot()(nutritional_check)_1,OneHot()(nutritional_check)_2,OneHot()(nutritional_check)_3,OneHot()(nutritional_check)_4,OneHot()(nutritional_check)_5,OneHot()(parents_cook)_1,OneHot()(parents_cook)_2,OneHot()(parents_cook)_3,OneHot()(pay_meal_out)_2,OneHot()(pay_meal_out)_3,OneHot()(pay_meal_out)_4,OneHot()(pay_meal_out)_5,OneHot()(pay_meal_out)_6,OneHot()(thai_food)_1,OneHot()(thai_food)_2,OneHot()(thai_food)_3,OneHot()(thai_food)_4,OneHot()(thai_food)_5,OneHot()(turkey_calories)_345,OneHot()(turkey_calories)_500,OneHot()(turkey_calories)_690,OneHot()(turkey_calories)_850,OneHot()(veggies_day)_2,OneHot()(veggies_day)_3,OneHot()(veggies_day)_4,OneHot()(veggies_day)_5,OneHot()(waffle_calories)_575,OneHot()(waffle_calories)_760,OneHot()(waffle_calories)_900,OneHot()(waffle_calories)_1315,NaN(Anything american style.)(fav_cuisine)_fav_cuisine,NaN(Any type of Colombian cuisine)(fav_cuisine)_fav_cuisine,NaN(I'm not answering this. )(weight)_weight,WordToNumber()(weight)_weight
3.4,2,1,610,315.0,2,5.0,4,nan,2,2.0,1,3,3,2.0,5,nan,5.0,Spanish,2,nan,1,4,4,5,5,7,5,5,5,8,1.0,5.0,4,1.0,3,4,5.0,4.0,1.0,1.0,5,580.0,345,5,1,760,nan,Hunger and Boredom ,Hunger,Not,that,I,Spanish,Spanish,Spanish,"Spaghetti,",Plenty,of,"Pasta,Sushi,Steak",nan,and,Boredom,eat,I,Spaghetti,of,a,Pasta,spanish,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,Spanish,Spanish,nan,nan
2.8,1,1,720,420.0,1,4.0,2,2.0,2,1.0,1,3,2,3.0,4,3.0,4.0,Italian ,1,1.0,1,3,1,5,7,2,3,2,5,3,1.0,nan,4,1.0,1,3,2.0,3.0,1.0,2.0,1,1165.0,500,3,1,900,128,boredom,"boredom,",I,eat,I,Italian,Italian ,Italian ,Chicken,my,ideal,Chicken,128.0,cream,boredom,eat,I,Chicken,of,a,Chicken,italian ,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Italian ,Italian ,128,128.0
3.65,1,1,610,420.0,2,4.0,2,1.0,2,1.0,1,3,3,3.0,2,1.0,4.0,French,1,3.0,1,5,1,3,1,7,6,1,5,3,1.0,4.0,4,1.0,5,4,1.0,2.0,1.0,1.0,3,940.0,345,4,1,1315,150,boredom,"boredom,",egan,dining,poor,French,French,French,"hamburgers,",healthy,and,"pasta,",150.0,chips,boredom,nan,nan,chicken,of,healthy,pasta,french,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,French,French,150,150.0
3.0,1,1,610,420.0,2,1.0,2,1.0,3,1.0,1,3,2,3.0,2,1.0,4.0,American or Italian,5,1.0,1,5,3,3,2,6,4,1,5,3,2.0,4.0,2,2.0,1,3,2.0,2.0,1.0,1.0,2,940.0,690,5,2,760,150,Boredom usually,Boredom,A,lot,My,American,American or Italian,American or Italian,"chicken,",Pretty,much,Some,150.0,and,Boredom,and,I,chicken,of,a,pasta,american or italian,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,American or Italian,American or Italian,150,150.0
3.7,1,1,610,420.0,2,3.0,2,nan,2,2.0,1,8,4,2.0,4,1.0,5.0,Italian or Chinese ,1,3.0,1,5,2,3,7,5,6,2,5,7,1.0,2.0,3,1.0,2,3,1.0,4.0,2.0,1.0,2,1165.0,500,5,2,900,150,boredom,boredom,I,eat,I,Italian,Italian or Chinese ,Italian or Chinese ,"pizza,",I,wish,spaghetti,150.0,pizza,boredom,eat,I,pizza,vegetable,I,pasta,italian or chinese ,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Italian or Chinese ,Italian or Chinese ,150,150.0
3.4,1,1,720,420.0,2,2.0,1,6.0,2,2.0,1,3,2,2.0,4,3.0,2.0,Italian,1,1.0,1,3,4,5,4,2,6,3,5,2,2.0,3.0,4,1.0,1,4,3.0,4.0,1.0,1.0,5,940.0,500,4,2,1315,170,Stress,Stress,I,do,I,Italian,Italian,Italian,Pasta,I,would,"Pasta,",170.0,chips,Stress,eat,I,Pasta,and,I,Pasta,italian,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,Italian,Italian,170,170.0
3.89,1,1,610,980.0,2,3.0,2,1.0,1,1.0,1,2,2,3.0,4,2.0,4.0,italian,1,1.0,1,4,4,3,6,2,5,3,5,8,2.0,4.0,4,1.0,1,3,3.0,4.0,1.0,1.0,2,1165.0,690,3,2,1315,150,boredom,"boredom,",I,eat,I,italian,italian,italian,chicken,My,ideal,Chicken,150.0,cream,boredom,eat,I,chicken,of,a,Chicken,italian,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,italian,italian,150,150.0
3.0,2,1,720,980.0,2,5.0,9,1.0,2,2.0,1,2,5,3.0,3,1.0,5.0,Mexican ,2,1.0,1,5,4,1,3,2,6,3,4,5,2.0,2.0,1,2.0,3,3,1.0,1.0,1.0,1.0,3,1165.0,690,3,2,1315,175,No reasons ,No,Unhealthy,foods,I,Mexican,Mexican ,Mexican ,Chicken,Red,and,Steak,175.0,and,nan,healthy,I,Chicken,veggies,a,and,mexican ,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Mexican ,Mexican ,175,175.0
3.4,2,1,430,315.0,1,3.0,3,1.0,3,2.0,1,9,2,3.0,4,1.0,4.0,Italian ,1,1.0,1,3,1,5,10,2,6,3,5,8,1.0,4.0,3,1.0,1,3,3.0,2.0,1.0,1.0,3,940.0,500,4,2,760,140,Usually if I'm sad or depressed. ,Usually,I,will,I,Italian,Italian ,Italian ,"pizza,",Idealy,I,"Pizza,",140.0,Pizza,I,eat,I,pizza,of,I,Pizza,italian ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Italian ,Italian ,140,140.0
2.9,1,1,720,980.0,2,2.0,5,1.0,4,1.0,1,3,4,2.0,4,1.0,2.0,Italian ,1,1.0,1,5,2,5,6,3,3,3,5,4,1.0,3.0,4,1.0,1,3,2.0,6.0,1.0,2.0,4,940.0,690,5,1,1315,120,Tired ,Tired,I,eat,I,Italian,Italian ,Italian ,Mac,I,to,"Chicken,",120.0,cream,nan,eat,I,nan,and,I,Chicken,italian ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,Italian ,Italian ,120,120.0
3.6,1,1,610,420.0,2,4.0,2,1.0,2,2.0,1,3,2,2.0,3,nan,4.0,Italian,1,1.0,1,5,2,5,6,1,6,4,5,7,1.0,4.0,1,1.0,2,3,2.0,3.0,1.0,2.0,4,940.0,500,4,2,900,135,Boredom!,"Boredom!,",Light,"breakfast,",I,Italian,Italian,Italian,French,Same,as,"Pancakes,",135.0,cream,Boredom,and,I,Chicken,and,a,Pasta,italian,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,Italian,Italian,135,135.0
3.5,1,1,430,980.0,1,3.0,3,1.0,2,1.0,2,5,1,nan,5,nan,2.0,chinese,4,3.0,1,4,3,5,6,2,3,5,5,8,2.0,2.0,3,nan,1,2,5.0,nan,2.0,2.0,5,940.0,345,4,1,900,100,All of the above; sadness,All,It,needs,Now,chinese,chinese,chinese,"pickles,",My,ideal,"pasta,",100.0,cream,sadness,eat,I,pizza,and,a,pasta,chinese,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,chinese,chinese,100,100.0
3.2,1,1,610,420.0,2,1.0,1,1.0,1,1.0,2,4,2,2.0,5,1.0,4.0,Thai food,4,1.0,1,5,4,5,8,7,5,5,5,10,1.0,2.0,4,2.0,1,6,5.0,3.0,1.0,1.0,5,725.0,500,5,1,760,170,Stress,"Stress,",I,am,I,Thai,Thai food,Thai food,Mac,My,ideal,"Steak,",170.0,chips,Stress,eat,I,and,nan,a,and,thai food,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Thai food,Thai food,170,170.0
3.605,1,1,610,315.0,2,3.0,4,1.0,1,1.0,2,5,2,2.0,5,nan,4.0,Greek,1,1.0,1,5,2,5,3,6,6,5,5,3,2.0,4.0,2,1.0,2,4,5.0,1.0,1.0,2.0,5,940.0,500,5,2,900,113,Hunger,"Hunger,","Healthy,",includes,I,Greek,Greek,Greek,"Hamloaf,",The,same,"Tacos,",113.0,and,boredom,and,I,and,nan,a,nan,greek,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,Greek,Greek,113,113.0
3.8,2,1,430,420.0,1,3.0,3,1.0,2,2.0,1,2,2,2.0,4,2.0,3.0,Italian ,1,1.0,1,4,1,4,4,5,4,3,5,4,1.0,4.0,3,1.0,2,3,3.0,3.0,1.0,1.0,3,725.0,345,4,2,900,168,sadness,"sadness,",At,school,Eating,Italian,Italian ,Italian ,chicken,More,of,"Spaghetti,",168.0,chips,sadness,eat,food,chicken,of,a,steak,italian ,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Italian ,Italian ,168,168.0
2.8,2,1,430,980.0,2,4.0,2,1.0,2,1.0,1,3,2,nan,3,1.0,5.0,Italian ,1,3.0,1,5,1,3,8,7,6,2,4,9,1.0,5.0,2,1.0,1,3,4.0,2.0,1.0,1.0,1,940.0,345,5,2,900,145,Boredom,"Boredom,",lots,of,Cereal,Italian,Italian ,Italian ,"lasagna,",To,cut,"lasagna,",145.0,cookies,Boredom,and,food,pizza,vegetable,a,steak,italian ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Italian ,Italian ,145,145.0
3.5,2,2,430,315.0,1,4.0,1,1.0,2,2.0,1,3,2,3.0,4,1.0,4.0,Asian ,4,1.0,1,5,2,4,2,7,5,4,5,3,1.0,4.0,3,1.0,1,3,4.0,1.0,2.0,1.0,4,940.0,345,5,1,760,155,stressed,"stressed,",My,current,Transitioning,Asian,Asian ,Asian ,"Tacos,",One,that,"Steak,",155.0,pizza,nan,eat,to,Spaghetti,and,a,Chicken,asian ,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Asian ,Asian ,155,155.0
3.83,2,1,430,315.0,2,3.0,5,2.0,2,1.0,1,3,2,nan,3,2.0,2.0,Italian ,1,1.0,1,3,3,4,9,2,3,4,5,9,2.0,4.0,2,1.0,2,6,nan,1.0,2.0,2.0,4,1165.0,690,3,2,900,150,They taste better than other food. They are a pickme up. They are easy to make,They,I,eat,I,Italian,Italian ,Italian ,mac,I,would,"pizza,",150.0,and,nan,eat,I,and,of,I,pasta,italian ,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Italian ,Italian ,150,150.0
3.6,2,1,720,420.0,2,5.0,1,1.0,1,1.0,2,5,2,3.0,2,1.0,3.0,American,5,2.0,1,4,3,1,8,4,1,1,3,8,1.0,2.0,5,3.0,1,3,1.0,3.0,1.0,2.0,1,1165.0,500,5,2,760,169,Stress,"Stress,",Healthier,than,I,American,American,American,Pizza,No,artificial,"Pizza,",169.0,Pizza,Stress,nan,I,Pizza,of,a,Pizza,american,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,American,American,169,169.0
3.3,2,1,610,980.0,1,3.0,5,1.0,4,1.0,1,3,3,3.0,5,1.0,2.0,All ,0,1.0,1,5,2,5,8,5,6,5,5,8,1.0,2.0,5,1.0,1,3,5.0,2.0,1.0,1.0,5,1165.0,500,4,1,1315,185,Lazy,Lazy,Great,nan,Mediocre,All,All ,All ,Steak,Organic,nan,"Steak,",185.0,nan,nan,eat,nan,Steak,nan,a,Chicken,all ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,All ,All ,185,185.0
3.3,2,1,610,420.0,2,1.0,2,1.0,3,1.0,1,3,5,nan,4,1.0,3.0,Mexican ,2,1.0,1,5,2,5,1,3,5,3,5,5,1.0,2.0,5,1.0,1,3,3.0,2.0,2.0,1.0,3,1165.0,500,5,2,900,200,Boredom,"Boredom,",My,diet,I,Mexican,Mexican ,Mexican ,Grilled,One,that,Chicken,200.0,Pizza,Boredom,and,I,chicken,and,a,Chicken,mexican ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Mexican ,Mexican ,200,200.0
3.292,2,1,610,980.0,2,4.0,2,1.0,4,2.0,3,4,3,nan,3,nan,2.0,Sub sandwhiches,5,3.0,1,4,4,4,5,3,3,2,5,1,1.0,5.0,1,3.0,1,3,3.0,4.0,1.0,2.0,1,940.0,500,4,1,1315,265,Boredom,"Boredom,",65,and,nan,Sub,Sub sandwhiches,Sub sandwhiches,"Chicken,",Blend,of,"Pizza,",265.0,chips,Boredom,and,nan,Chicken,and,a,Pizza,sub sandwhiches,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Sub sandwhiches,Sub sandwhiches,265,265.0
