battery,camera,display,memory,name,price,processor,rating,reviews,warranty
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Lightning Purple, 64 GB)",9.546741177474825,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"40,406 Reviews",VooC Flash Charge 3.0
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Nitro Blue, 64 GB)",9.546741177474825,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"40,406 Reviews",Dual Nano SIM Slot and Memory Card Slot
2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Ringme ME 10 Pro (Black, 16 GB)",8.612321536507814,Quad Core Processor,4.3,0 Reviews,3 Month
2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Ringme ME 10 Pro (Blue, 16 GB)",8.612139668725192,Quad Core Processor,4.3,0 Reviews,3 Month
5050 mAh Battery,8MP Rear Camera,13.97 cm (5.5 inch) Display,1 GB RAM | 16 GB ROM,"ITEL IT1553 (SPACE GRAY, 16 GB)",8.169053149927343,6 MONTHS,3.1,2 Reviews,
3100 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10e (Prism Black, 128 GB)",10.985292722887856,Exynos 9 9820 Processor,4.5,95 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Panasonic Eluga A3 (Grey, 16 GB)",8.515191188745565,MediaTek MTK6737 Quad Core 1.25 GHz Processor,3.8,"1,634 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Blue, 64 GB)",9.104868739033948,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"2,577 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2100 mAh Battery,8MP Rear Camera | 1.3MP Front Camera,11.94 cm (4.7 inch) HD Display,1 GB RAM | 8 GB ROM,"LG Spirit 4G LTE (Black Titan, 8 GB)",8.612321536507814,1 Year Manufacturer Warranty,3.7,77 Reviews,
4900 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Lenovo VIBE P1 (Grey, 32 GB)",9.680281499268713,Qualcomm Snapdragon 615 64-bit Processor,4.1,"3,277 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Lithium-ion Battery,108 MP + 48 MP + 12 MP + VGA Depth Camera | 40MP Front Camera,17.53 cm (6.9 inch) Quad HD+ Display,12 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20 Ultra (Cosmic Black, 128 GB)",11.492712553519015,Exynos 990 Processor,4.3,16 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
4000 mAh Battery,8MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Moto C Plus (Fine Gold, 16 GB)",8.85352256068954,Mediatek MTK6737 Quad Core 1.3Ghz Processor,4.1,"54,684 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM,"XOLO ERA 2-4G with VoLTE (Pyramid Gold, 8 GB)",8.293799608846818,0 32-bit Quad Core 1.3GHz Processor,3.9,"1,929 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM,"XOLO ERA 2-4G with VoLTE (Black, 8 GB)",8.318498320504338,0 32-bit Quad Core 1.3GHz Processor,3.9,"1,929 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM,"XOLO ERA 2-4G with VoLTE (Nile Blue, 8 GB)",8.318498320504338,32-bit Processor,3.9,"1,929 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,13MP + 8MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Tecno Camon i4 (Aqua Blue, 64 GB)",9.350102314351341,"Tecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.",4.3,16 Reviews,
3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Rose Gold, 64 GB)",9.047703788498627,Qualcomm Snapdragon 625 Processor,4.4,"1,867 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4120 mAh Li-polymer Battery,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) Display,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Lava Z53 (Prism Blue, 16 GB)",8.612321536507814,UniSoC SC9832E Processor,3.9,7 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2400 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Itel A44 Pro (Champagne, 16 GB)",8.53503310954457,1 year manufacturer warranty,4.3,12 Reviews,
3300 mAh Li-ion Battery,13MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Samsung Galaxy On Nxt (Gold, 16 GB)",9.323669057283185,Exynos 7870 Octa Core 1.6 GHz Processor,4.3,"55,351 Reviews",Brand Warranty of 1 Year
3050 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Tecno Camon i Sky (midnight black, 16 GB)",8.987071812848821,12 Months,4.1,23 Reviews,
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Black, 32 GB)",9.023890304598448,Qualcomm Snapdragon 625 Processor,4.4,"43,588 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Li Polymer Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Redmi Go (Blue, 16 GB)",8.51699317141357,Qualcomm Snapdragon 425 Processor,4.3,"13,123 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera,13.46 cm (5.3 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Mobiistar C1 Shine (Gold, 16 GB)",8.29154650988391,1  Year Manufacture Warranty,4.1,79 Reviews,
2500 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.46 cm (5.3 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Panasonic P55 Novo (Midnight Blue, 16 GB)",8.730690365678642,0 0 Octa Core 1.3GHz Processor,3.9,251 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1600 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) FWVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"Karbonn A19 (Black Silver, 4 GB)",8.85352256068954,1 Year for Mobile & 6 Months for Accessories,3.3,8 Reviews,
3000 mAh Battery,16MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"LG Q7+ (Black, 64 GB)",9.546741177474825,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.4,6 Reviews,
3060 mAh Battery,16MP + 5MP | 16MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,"Nokia 6.1 Plus (Blue, 64 GB)",9.39182824802156,Qualcomm Snapdragon 636 Octacore Processor,4.1,185 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Lava A82 (Gold/GoldM, 8 GB)",8.229244416735913,SC7731C Processor,3.6,172 Reviews,Brand Warranty of 1 Year
2000 mAh Battery,5MP + 5MP | 2MP + 2MP Dual Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Micromax Bharat 4 (Blue, 8 GB)",8.293549515060345,12 Months Brand Warranty,3.8,105 Reviews,
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Rose Gold, 32 GB)",8.987071812848821,Qualcomm Snapdragon 625 Processor,4.4,"43,588 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Battery,16MP Rear Camera,16.59 cm (6.53 inch) Display,6 GB RAM | 64 GB ROM,"Vivo U20 (Racing Black, 64 GB)",9.392495248213038,,4.1,33 Reviews,
2000 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"XOLO Q600 (White, 4 GB)",8.844336332748933,1 Year for Mobile & 6 Months for Accessories,4.1,37 Reviews,
3500 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,8 GB RAM | 128 GB ROM,"OPPO R17 (Ambient Blue, 128 GB)",10.043206015705211,1 year manufacturer warranty,,,
3100 mAh Battery,13MP Rear Camera | 13MP Front Camera,15.21 cm (5.99 inch) Full HD Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Gome U7 (Blue, 128 GB)",9.210140351973516,6 Month warranty other than breakage,3.4,3 Reviews,
4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Asus ZenFone Max M1 (Black, 32 GB)",8.77940359789435,Qualcomm Snapdragon 430 Processor,4.1,"17,701 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3360 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) HD+ Display,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Vivo Y71 (Matte Black, 16 GB)",9.305559638557117,Qualcomm Snapdragon 425 Processor,4.3,415 Reviews,Brand Warranty of 1 Year Available for Mobile
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Samsung Galaxy A30s (Prism Crush Violet, 64 GB)",9.846917201047734,Exynos 7904 Processor,4.3,298 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3050 mAh Li-Polymer Battery,16MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Moto M (Silver, 64 GB)",9.21024036697585,MediaTek Helio P15 64-bit Octa Core 2.2GHz Processor,3.9,"13,343 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) HD Display,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi 6A (Blue, 32 GB)",8.771835409789817,Mediateck Processor,4.3,"3,666 Reviews",1 Year Manufacturer Warranty
2900 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Lenovo K3 Note (Black, 16 GB)",8.90910013492555,ARM Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor,4.0,"24,533 Reviews",Brand Warranty of 1 Year
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Black, 32 GB)",8.987071812848821,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2000 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Panasonic Eluga L 4G (Radiant Blue, 8 GB)",8.29154650988391,Qualcomm Snapdragon 410 Processor,3.5,23 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Battery,16MP + 13MP | 5MP Front Camera,15.24 cm (6 inch) Quad HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"LG V30+ (Silver, 128 GB)",10.126591103050316,Qualcomm Snapdragon 835 Processor,4.3,449 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3500 mAh Battery,13MP + 5MP + 13MP,15.21 cm (5.99 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Gome C7 Note (Gold, 16 GB)",8.699348067653093,1 Year,4.7,1 Reviews,
3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Mobiistar E1 Selfie (Gold, 32 GB)",8.593969030218288,1 Year on Handset & 6 Months on Accessories,3.8,57 Reviews,
2900 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Lenovo K3 Note (Black, 16 GB)",8.90910013492555,ARM Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor,4.0,"24,533 Reviews",Brand Warranty of 1 Year
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Black, 32 GB)",8.987071812848821,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2000 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Panasonic Eluga L 4G (Radiant Blue, 8 GB)",8.29154650988391,Qualcomm Snapdragon 410 Processor,3.5,23 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Battery,16MP + 13MP | 5MP Front Camera,15.24 cm (6 inch) Quad HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"LG V30+ (Silver, 128 GB)",10.126591103050316,Qualcomm Snapdragon 835 Processor,4.3,449 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3500 mAh Battery,13MP + 5MP + 13MP,15.21 cm (5.99 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Gome C7 Note (Gold, 16 GB)",8.699348067653093,1 Year,4.7,1 Reviews,
3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Mobiistar E1 Selfie (Gold, 32 GB)",8.593969030218288,1 Year on Handset & 6 Months on Accessories,3.8,57 Reviews,
5000 mAh Battery,13MP + 5MP | 8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 MB,"Samsung Galaxy M20 (Ocean Blue, 32 GB)",9.304741047397666,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3,147 Reviews,
2000 mAh Battery,8MP Rear Camera | 2MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"LYF C459 (Blue, 8 GB)",8.215817791832453,1 Year Manufacturer Warranty,3.5,274 Reviews,
2600 mAh Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"Samsung Galaxy J5 (Black, 8 GB)",8.98594603876032,Qualcomm MSM8916 Processor,4.3,"2,290 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1750 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,512 MB RAM | 8 GB ROM,"Lava A51 (Black, 8 GB)",8.070593539949519,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5,107 Reviews,
3050 mAh Battery,13MP + 2MP | 13MP Front Camera,13.97 cm (5.5 inch) HD+ Display,2 GB RAM | 16 GB ROM,"Tecno Camon I Sky 2 (Champagne Gold, 16 GB)",8.714239143608575,1 Year Warranty,4.1,40 Reviews,
3050 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Smart 2 (Serene Gold, 32 GB)",8.92252495730139,MTK6739 64 bit Quad Core Processor,4.0,"4,013 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3050 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Smart 2 (Sandstone Black, 32 GB)",8.92252495730139,MTK6739 64 bit Quad Core Processor,4.0,"4,013 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3130 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Gionee S6 Pro (Gold, 32 GB)",8.92252495730139,MediaTek Helio P10 MTK6755m 64-bit Processor,3.6,75 Reviews,Brand Warranty of 1 Year
4000 mAh Battery,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,15.77 cm (6.21 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Infinix S4 (Space Gray, 32 GB)",9.169414205363537,2.0 GHz Helio P22 64-bit Octa Core Processor,4.2,"3,923 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-polymer Battery,13MP Rear Camera | 16MP Front Camera,13.21 cm (5.2 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Gionee X1s (Gold, 16 GB)",8.771835409789817,MT6737T Processor,4.0,483 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Redmi 6A (Blue, 16 GB)",8.697846691109495,1 Year Manufacturer Warranty,4.3,"3,666 Reviews",
4050 mAh Battery,13MP + 5MP + 8MP | 16MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Lenovo K10 Plus (Sprite, 64 GB)",9.350015354048665,Qualcomm SDM632 Processor,4.1,367 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,48MP + 5MP + 8MP | 20MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Nokia 7.2 (Cyan Green, 64 GB)",9.704975636343447,Qualcomm Snapdragon 660 Processor,4.1,339 Reviews,Brand Warranty of 1 Year Available for Mobile
3500 mAh Battery,48MP + 5MP + 8MP | 20MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Nokia 7.2 (Ice, 64 GB)",9.704975636343447,Qualcomm Snapdragon 660 Processor,4.2,611 Reviews,Brand Warranty of 1 Year Available for Mobile
2920 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM,"LYF Water 4 (White, 16 GB)",8.51699317141357,Qualcomm Snapdragon 410 Processor,3.5,1 Reviews,Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories
3200 mAh Li-Po Battery,13MP + 2MP | 5MP Front Camera,14.5 cm (5.71 inch) Display,2 GB RAM | 32 GB ROM,"Lava Z71 (Ruby Red, 32 GB)",8.74814616962193,Helio P22 Processor,3.8,10 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3700 mAh Battery,12.2MP Rear Camera | 8MP Front Camera,15.24 cm (6 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Google Pixel 3a XL (Clearly White, 64 GB)",10.463074768634808,Qualcomm Snapdragon 670 Processor,4.5,229 Reviews,eSIM Compatible
3000 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"XOLO Era 4x (Black, 16 GB)",8.366137716496281,1 Year Brand Warranty,4.1,189 Reviews,
4000 mAh Battery,12MP + 2MP | 32MP Front Camera,15.9 cm (6.26 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Y3 (Prime Black, 64 GB)",9.546741177474825,Qualcomm Snapdragon 632 Processor,4.4,225 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3100 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Samsung Galaxy J5 - 6 (New 2016 Edition) (White, 16 GB)",9.304741047397666,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,4.2,"17,752 Reviews",Brand Warranty of 1 Year
2970 mAh Battery,16MP Rear Camera,13.97 cm (5.5 inch) Display,3 GB RAM | 32 GB ROM,"Nokia 5.1 (Black, 32 GB)",8.98594603876032,1 Year Manufacturing Warranty for Mobile and 6 Months Battery Warranty,4.0,21 Reviews,
5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 Pro (Aurora Blue, 64 GB)",9.47262771040802,Qualcomm® Snapdragon™ 720G Processor,4.2,107 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
3000 mAh Li-Polymer Battery,8MP Rear Camera | 2MP Front Camera,13.97 cm (5.5 inch) quarter HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Lava Iris Alfa L (White, 8 GB)",8.831857935197906,Brand Warranty of 1 Year,3.7,36 Reviews,
3130 mAh Battery,13MP Rear Camera,13.97 cm (5.5 inch) Display,4 GB RAM | 64 GB ROM,"Gionee S6 Pro (Gold, 64 GB)",8.98682175033189,1 Year Gionee Warranty,3.6,75 Reviews,
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"POCO F1 (Rosso Red, 256 GB)",10.043206015705211,Qualcomm Snapdragon 845 Processor,4.5,"3,102 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Li-ion Battery,13MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Samsung Galaxy On Nxt (Black, 16 GB)",9.323669057283185,Exynos 7870 Octa Core 1.6 GHz Processor,4.3,"55,351 Reviews",Brand Warranty of 1 Year
3000 mAh Battery,13MP + 5MP | 8MP Front Camera,13.97 cm (5.5 inch) HD Display,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Samsung Galaxy J7 Duo (Blue, 32 GB)",9.305559638557117,Exynos 7884 Processor,4.3,343 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium-ion Battery,12MP + 12MP | 8MP Front Camera,16.26 cm (6.4 inch) Quad HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy Note 9 (Lavender Purple, 128 GB)",11.206400304716968,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.6,274 Reviews,
2300 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"LYF Water 10 (Black, 16 GB)",8.51699317141357,Mediatek MT6753 Octa Core 1.3GHz Processor,3.7,514 Reviews,Brand Warranty of 1 Year + Extended 1 Year
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Redmi K20 (Carbon Black, 64 GB)",9.998752276761909,Qualcomm Snapdragon 730 Processor,4.5,"5,085 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Lithium-polymer Battery,12MP + 5MP | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi 6 (Black, 32 GB)",8.824677891164198,2.0 GHz Mediatek P22 Octacore Processor,4.4,"40,585 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2000 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Micromax Bolt Q381 (Black, 8 GB)",8.145839612936841,Spreadtrum SC7731G Quad Core 1.3GHz Processor,3.7,675 Reviews,1 Year Manufacturer Warranty
1800 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,10.92 cm (4.3 inch) WVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 128 GB,"Samsung Galaxy J1 Ace (White, 4 GB)",8.514790306799927,1 Year Manufacturer Warranty,3.9,247 Reviews,
