battery,camera,display,memory,name,price,processor,rating,reviews,warranty
6000 mAh Battery,48MP + 13MP | 24MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Asus ROG Phone II (Black, 128 GB)",10.596609732783568,Qualcomm Snapdragon 855 Plus Processor,4.6,"1,918 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Li-ion Polymer Battery,13MP + 2MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Infinix Hot 8 (Quetzal Cyan, 64 GB)",9.047703788498627,Helio P22 (MTK6762) Processor,4.5,"35,099 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4030 mAh Battery,48MP + 8MP + 2MP | 32MP Front Camera,15.44 cm (6.08 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Mi A3 (More Than White, 128 GB)",9.769670404801788,Qualcomm Snapdragon 665 Processor,4.2,"1,136 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"POCO X2 (Phoenix Red, 64 GB)",9.769899015421748,Qualcomm Snapdragon 730G Processor,4.5,"17,578 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",10.165813354725493,Exynos 9611 Processor,4.4,44 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"POCO F1 (Steel Blue, 256 GB)",10.043206015705211,Qualcomm Snapdragon 845 Processor,4.5,"3,102 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5020 mAh Battery,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 Pro Max (Interstellar Black, 128 GB)",9.740850969058572,Qualcomm Snapdragon 720G Processor,4.3,23 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
5000 mAh Li-ion Battery,13MP + 8MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo U10 (Electric Blue, 64 GB)",9.3492323708428,Qualcomm Snapdragon 665 AIE Processor,4.4,"2,599 Reviews",18 W Fast Charging
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.56 cm (6.52 inch) HD Display,8 GB RAM | 128 GB ROM,"OPPO A9 2020 (Vanilla Mint, 128 GB)",9.615138591096644,Qualcomm SM6125 Processor,4.3,"1,633 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A71 (Prism Crush Black, 128 GB)",10.341710224882465,Qualcomm SM7150 Processor,4.4,206 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"Redmi K20 Pro (Flame Red, 256 GB)",10.308919326755392,Qualcomm Snapdragon 855 Processor,4.5,"1,884 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A10s (Blue, 32 GB)",9.305650551780507,MediaTek MT6762 Processor,4.3,111 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
